text,offensive,cleaned_text
"Hat eigentlich mal ein Deutscher Diplomat die anderen Gefangenen in der Türkei besucht und nicht nur Denis""wünscheSaraziendenTod""Yücsel ??",0,"Hat eigentlich mal ein Deutscher Diplomat die anderen Gefangenen in der Türkei besucht und nicht nur Denis""wünscheSaraziendenTod""Yücsel ??"
"@DoraBromberger @CanselK Was waren die Zeiten schön, als man einem Arschloch sagen konnte das es eines ist !Schöne neue Zeit ? Ich denke NEIN !Freikarte zum heucheln",0,"@USER @USER Was waren die Zeiten schön, als man einem Arschloch sagen konnte das es eines ist !Schöne neue Zeit ? Ich denke NEIN !Freikarte zum heucheln"
"@FOJ45360104 @Lauro_Doc Warum hört ihr denen noch zu, was habt ihr von Profilügnern erwartet ⁉️",1,"@USER @USER Warum hört ihr denen noch zu, was habt ihr von Profilügnern erwartet ⁉️"
#Familiennachzug. |LBR| Sollen diese Feiglinge doch wieder zurück zu ihren Familien gehen. Warum alle nach Deutschland holen?,1,#Familiennachzug. Sollen diese Feiglinge doch wieder zurück zu ihren Familien gehen. Warum alle nach Deutschland holen?
@focusonline Der Zuzug von subsidaer Geschützen ist das größte Problem. Es ist doch ein Irrsinnig Familien zusammen zu führen die das Land dann geschlossen wieder verlassen müssen. Im übrigen ist Syrien laut Pressemitteilung vom IS befreit. Wer baut diese Land dann wieder auf??,0,@USER Der Zuzug von subsidaer Geschützen ist das größte Problem. Es ist doch ein Irrsinnig Familien zusammen zu führen die das Land dann geschlossen wieder verlassen müssen. Im übrigen ist Syrien laut Pressemitteilung vom IS befreit. Wer baut diese Land dann wieder auf??
"Wenn Minister Listen haben, von Milliarden,die hinterhogen wurden, werden nicht ausgelesen! Datenschutz! Herr Maas ihr NetzDG? So bigott",0,"Wenn Minister Listen haben, von Milliarden,die hinterhogen wurden, werden nicht ausgelesen! Datenschutz! Herr Maas ihr NetzDG? So bigott"
Das Viki in der Viktoriastraße 12 versorgt uns grad mit Essen und macht Solilimo. Vielen dank euch!,0,Das Viki in der Viktoriastraße 12 versorgt uns grad mit Essen und macht Solilimo. Vielen dank euch!
"n-tv: ""Startschwierigkeiten bei Antiterror-Übung"" &gt; Ich: ""Wenn Dilettanten unter Flintenuschis ""Obhut""  schon Krieg spielen!"" 😂😂😂",1,"n-tv: ""Startschwierigkeiten bei Antiterror-Übung"" &gt; Ich: ""Wenn Dilettanten unter Flintenuschis ""Obhut"" schon Krieg spielen!"" 😂😂😂"
@wochenblickat @SoniaMikich Frisch dynamisch unkonventionell....der Pimpf wird seine Arbeit richtig gut machen... |LBR| ...eine weitere politische Schmach für unsere Wichtigtuer...😃😃,1,@USER @USER Frisch dynamisch unkonventionell....der Pimpf wird seine Arbeit richtig gut machen... ...eine weitere politische Schmach für unsere Wichtigtuer...😃😃
@gellis18 @Ralf_Stegner So weit reicht sein Gedächtnis nicht zurück. Außer Plattheiten habe ich von diesem Mann noch nichts gehört 😜,1,@USER @USER So weit reicht sein Gedächtnis nicht zurück. Außer Plattheiten habe ich von diesem Mann noch nichts gehört 😜
@KrahMax @MartinSchulz ..du Suffschädel.....wir tolerieren bereits weitaus schlimmeres... !!,1,@USER @USER ..du Suffschädel.....wir tolerieren bereits weitaus schlimmeres... !!
@NiciD_95 @patricia_seelig @spdrlp @D_Stich ich war immer dafür das wie beim letzten mal die mitglieder entscheiden und nicht die funktionäre.,0,@USER @USER @USER @USER ich war immer dafür das wie beim letzten mal die mitglieder entscheiden und nicht die funktionäre.
@focusonline Kopftuch =Zeichen einer bestimmten Religion. Religion ist Privatsache. Christen bringen auch kein Kreuz zur Uni mit.,0,@USER Kopftuch =Zeichen einer bestimmten Religion. Religion ist Privatsache. Christen bringen auch kein Kreuz zur Uni mit.
@AkifPirincci Gab es da nicht mal ein Strafgesetz vonwegen Kuppelei ???,0,@USER Gab es da nicht mal ein Strafgesetz vonwegen Kuppelei ???
"@routeandswitch1 Es hat mich in meinen Positionen bestätigt.  Linke sehen den ""Balken im eigenen Auge nicht"". Schlimm, dass solche Antidemokraten Verantwortung in unserem Land haben. Null Selbstreflexion,  fasst schon narzisstisch gestört",1,"@USER Es hat mich in meinen Positionen bestätigt. Linke sehen den ""Balken im eigenen Auge nicht"". Schlimm, dass solche Antidemokraten Verantwortung in unserem Land haben. Null Selbstreflexion, fasst schon narzisstisch gestört"
@Karl_Lauterbach @Ralf_Stegner Also diesem Schweinepriester Lauterbach glaube ich keinen Cent....aber seiner Exfrau darf man getrost zuhören...seine Vita entspricht dem SPD-Standard...😃😃😃,1,@USER @USER Also diesem Schweinepriester Lauterbach glaube ich keinen Cent....aber seiner Exfrau darf man getrost zuhören...seine Vita entspricht dem SPD-Standard...😃😃😃
"Tagesaktuelle Netzweisheiten: |LBR| Wer nicht regieren will, ist kein Patriot. |LBR| Es sei denn, er ist Mitglied der SPD. |LBR| Die FDP steht jetzt rechts der CSU. |LBR| Die Linke besteht nur noch aus barmherzigen Christen. |LBR| Claudia Roth wird zum Ehrenmitglied der CDU ernannt.",0,"Tagesaktuelle Netzweisheiten: Wer nicht regieren will, ist kein Patriot. Es sei denn, er ist Mitglied der SPD. Die FDP steht jetzt rechts der CSU. Die Linke besteht nur noch aus barmherzigen Christen. Claudia Roth wird zum Ehrenmitglied der CDU ernannt."
Deutschland spart sich tot. Damit wir den #Invasoren jeden Wunsch erfüllen können.,1,Deutschland spart sich tot. Damit wir den #Invasoren jeden Wunsch erfüllen können.
Neueste Fake News der DE Medien u Politik Reichsbürger stellen eine Armee auf dass alles um von der Islamisierung unseres Landes abzulenken,0,Neueste Fake News der DE Medien u Politik Reichsbürger stellen eine Armee auf dass alles um von der Islamisierung unseres Landes abzulenken
"""Dance for human rights"" war ein voller Erfolg, Danke an alle, die dabei waren!",0,"""Dance for human rights"" war ein voller Erfolg, Danke an alle, die dabei waren!"
"Ich bin immer wieder ""begeistert"", wie Murksel sich ihren Sauladen schön redet. 1,6 Mio Kinder leben im Schland von HarzIV 🤢",1,"Ich bin immer wieder ""begeistert"", wie Murksel sich ihren Sauladen schön redet. 1,6 Mio Kinder leben im Schland von HarzIV 🤢"
"@MarcSchriese @Polizei_Ffm Ich lach mich bucklig , Was für ein Hype wegen einem Geschenkpaket .Wir sind halt im Terroristenzeitalter.",0,"@USER @USER Ich lach mich bucklig , Was für ein Hype wegen einem Geschenkpaket .Wir sind halt im Terroristenzeitalter."
"@christelmett @artepmobil Alle ""pro Erdogan"" Türken sofort rückführen und falls im Besitz der d. Staatsbürgerschaft sofort aberkennen! = 👍",1,"@USER @USER Alle ""pro Erdogan"" Türken sofort rückführen und falls im Besitz der d. Staatsbürgerschaft sofort aberkennen! = 👍"
"@RegSprecher Dann kann sie wieder das machen was sie am besten kann: ""Unser Steuergeld an die korrupten afrikanischen Regierungen verteilen!""",0,"@USER Dann kann sie wieder das machen was sie am besten kann: ""Unser Steuergeld an die korrupten afrikanischen Regierungen verteilen!"""
"@RadekZak7 @nytimes ""unholy relationships with the Kremlin"" - Was für ein hirnerweichender #links-faschistischer Dreck! Wie üblich in der #NYT #nrw17",1,"@USER @USER ""unholy relationships with the Kremlin"" - Was für ein hirnerweichender #links-faschistischer Dreck! Wie üblich in der #NYT #nrw17"
"@RNZonline Vielleicht kann die Person die Stromrechnung nicht mehr bezahlen,dank den Grünen sind durch die sogenannte Alternativenergie die Preise enorm gestiegen",0,"@USER Vielleicht kann die Person die Stromrechnung nicht mehr bezahlen,dank den Grünen sind durch die sogenannte Alternativenergie die Preise enorm gestiegen"
"@SPORT1_PR @SPORT1 @fckoeln @VfLBochum1848eV @Rote_Teufel @tipico Bei den Vereinen versagt ,dann hat er dass richtige Profil für die Medien !",1,"@USER @USER @USER @USER @USER @USER Bei den Vereinen versagt ,dann hat er dass richtige Profil für die Medien !"
@FabriziaFalcone Die kleine Heike wieder da....keine Gewalt von deutschen - nur Gewalt gegen deutsche hab ich gesagt...!,0,@USER Die kleine Heike wieder da....keine Gewalt von deutschen - nur Gewalt gegen deutsche hab ich gesagt...!
"@sonneundmond1 Liebe @sonneundmond1, |LBR| daher dieser Kommentar und das Interview. Daher unser Vorgehen mittels Meldungen und Anzeigen gegen facebook und twitter-Kommentare. Daher die klare Positionierung und Berichterstattung über den Antisemitismus aller Seiten. Können wir mehr tun?",0,"@USER Liebe @USER, daher dieser Kommentar und das Interview. Daher unser Vorgehen mittels Meldungen und Anzeigen gegen facebook und twitter-Kommentare. Daher die klare Positionierung und Berichterstattung über den Antisemitismus aller Seiten. Können wir mehr tun?"
"@MiriamOzen ..seit sich berufslose Grüne und drogenabhängige pädophile SPD-Politiker im Parlament eingenistet haben, sollte weitaus mehr in Frage gestellt werden als nur unsere Verfassung. |LBR| @SawsanChebli ..dein Vater hätte lesen lernen sollen....viel",1,"@USER ..seit sich berufslose Grüne und drogenabhängige pädophile SPD-Politiker im Parlament eingenistet haben, sollte weitaus mehr in Frage gestellt werden als nur unsere Verfassung. @USER ..dein Vater hätte lesen lernen sollen....viel"
"Endlich mal Tacheles zu unfairen Handelsbeziehungen und Waffenexporten als Auslöser von Fluchtbewegungen, danke! @BROT_furdiewelt @Misereor",0,"Endlich mal Tacheles zu unfairen Handelsbeziehungen und Waffenexporten als Auslöser von Fluchtbewegungen, danke! @USER @USER"
#Merkel empört über verbrennung Israelischer Fahnen. Merkel ist nur empört solange etwas mit Ausländern oder ausländische Staaten geschieht. |LBR| Deutsche Fahnen können von Ausländern ruhig verbrannt und mit Füßen getreten werden.,0,#Merkel empört über verbrennung Israelischer Fahnen. Merkel ist nur empört solange etwas mit Ausländern oder ausländische Staaten geschieht. Deutsche Fahnen können von Ausländern ruhig verbrannt und mit Füßen getreten werden.
@Harald70199 1933 hat auch keiner etwas dagegen gemacht ‼️,0,@USER 1933 hat auch keiner etwas dagegen gemacht ‼️
"Hallo Freunde ""Absurdistan"" hat mich wieder. Gerade mit `nem Geschenk für Murksel aus PL zurück. Ein Kopftuch für die Zweitfrau des Sultans😜",1,"Hallo Freunde ""Absurdistan"" hat mich wieder. Gerade mit `nem Geschenk für Murksel aus PL zurück. Ein Kopftuch für die Zweitfrau des Sultans😜"
"Wer über Polen schreibt, wie die ""Welt"", sollte das Land kennen und die Sprache beherrschen, nur ziehen unsere Medien Lügen vor 😜",0,"Wer über Polen schreibt, wie die ""Welt"", sollte das Land kennen und die Sprache beherrschen, nur ziehen unsere Medien Lügen vor 😜"
"@EinerKai Ich kenne beide Seiten und bin nach 3 Jahren haltloser Zustände seit 2 Jahren in einer wirklichen Wohlfühl-Einrichtung.Wenn wir mal ""jaulen"" dann auf ganz ganz hohem Niveau.",0,"@USER Ich kenne beide Seiten und bin nach 3 Jahren haltloser Zustände seit 2 Jahren in einer wirklichen Wohlfühl-Einrichtung.Wenn wir mal ""jaulen"" dann auf ganz ganz hohem Niveau."
@MD_Franz Das gibt eine neue Einnahmequelle für das Pack....angedichtete Familien werden meistbietend verkauft,1,@USER Das gibt eine neue Einnahmequelle für das Pack....angedichtete Familien werden meistbietend verkauft
"@Sysyphus58 Tusk wird in Polen als derjenige wahrgenommen, der Merkel in den Ar*** kriecht, war sich seiner ""Sache"" sicher u. verlor d. Wahl",1,"@USER Tusk wird in Polen als derjenige wahrgenommen, der Merkel in den Ar*** kriecht, war sich seiner ""Sache"" sicher u. verlor d. Wahl"
Deutschland braucht für die jetzige Regierung eine richtige Opposition. |LBR| #einfachAFDwählen,0,Deutschland braucht für die jetzige Regierung eine richtige Opposition. #einfachAFDwählen
"Merke: Die öffentlich getragene #Kippa ist natürlich eine unnötige Provokation, das öffentlich getragene #Kopftuch hingegen ein Zeichen von Vielfalt, das man notfalls einklagt. #Antisemitismus in der salonfähigen Version.",0,"Merke: Die öffentlich getragene #Kippa ist natürlich eine unnötige Provokation, das öffentlich getragene #Kopftuch hingegen ein Zeichen von Vielfalt, das man notfalls einklagt. #Antisemitismus in der salonfähigen Version."
@5y5t3m_3rr0r Das will ich doch hoffen 😜,0,@USER Das will ich doch hoffen 😜
Heute Fraktionsgremien im Kieler Landeshaus und später die erste Station meiner Tour durch alle Kreisverbände mit dem Start in Schleswig/Flensburg. Da geht es um die Situation der Bundespartei und die Kommunalwahlen im Mai.,0,Heute Fraktionsgremien im Kieler Landeshaus und später die erste Station meiner Tour durch alle Kreisverbände mit dem Start in Schleswig/Flensburg. Da geht es um die Situation der Bundespartei und die Kommunalwahlen im Mai.
"@RegSprecher @iaamesse Merkel hat soviel Ahnung vom Auto, wie die ""berühmte"" Kuh vom Sonntag!",1,"@USER @USER Merkel hat soviel Ahnung vom Auto, wie die ""berühmte"" Kuh vom Sonntag!"
"@HaraldRostock @Westminster1000 Hätte das Volk das recht den Kanzler direkt zu wählen, wäre Merkel lange Geschichte.",0,"@USER @USER Hätte das Volk das recht den Kanzler direkt zu wählen, wäre Merkel lange Geschichte."
"Moin, moin 😀 ""Für die Grünen geht es abwärts"" &gt; verstehe ich nicht, wo sie uns doch nun auch die Kosten für den ""Kohleausstieg"" aufbürden 😜😂",0,"Moin, moin 😀 ""Für die Grünen geht es abwärts"" &gt; verstehe ich nicht, wo sie uns doch nun auch die Kosten für den ""Kohleausstieg"" aufbürden 😜😂"
"@BlarryOfficial @jayb392 @tagesschau Vasallen schweigt und kriecht weiter, was ihr ja schon seit Jahren macht!",1,"@USER @USER @USER Vasallen schweigt und kriecht weiter, was ihr ja schon seit Jahren macht!"
Warum soll die natürliche Selektion in Afrika bekämpft werden? Zu |LBR| viele Menschen haben eben nicht genug zu essen. Geburtenkontrolle!,1,Warum soll die natürliche Selektion in Afrika bekämpft werden? Zu viele Menschen haben eben nicht genug zu essen. Geburtenkontrolle!
Wenn ich mir sowas wie Maischberger und Co anschaue fällt mir immer wieder Stasi Journalismus ein. |LBR| #maischberger,0,Wenn ich mir sowas wie Maischberger und Co anschaue fällt mir immer wieder Stasi Journalismus ein. #maischberger
"Merkels Wahlversprechen, ich kriege das Kot*** und Mio ""BILD-dungsbürger"" mit ERBSENGROSSEN Hirnen im Schland glauben dieser Lügnerin 😂😂😂",1,"Merkels Wahlversprechen, ich kriege das Kot*** und Mio ""BILD-dungsbürger"" mit ERBSENGROSSEN Hirnen im Schland glauben dieser Lügnerin 😂😂😂"
"Auch heute wieder diverse Diskussionsrunden innerhalb der SPD über den Kurs der Bundespartei und den bevorstehenden Bundesparteitag in Bonn. |LBR| Internetforum, Twitterview oder Web-Konferenz, heute Abend ganz altmodisch vor Ort in Malente beim SPD Kreisverband Ostholstein.",0,"Auch heute wieder diverse Diskussionsrunden innerhalb der SPD über den Kurs der Bundespartei und den bevorstehenden Bundesparteitag in Bonn. Internetforum, Twitterview oder Web-Konferenz, heute Abend ganz altmodisch vor Ort in Malente beim SPD Kreisverband Ostholstein."
"@Gekko125 @lawyerberlin gut. dann macht jetzt in der eu jeder was er will... solange es ihre linie ist, finden sie das bestimmt prima.",0,"@USER @USER gut. dann macht jetzt in der eu jeder was er will... solange es ihre linie ist, finden sie das bestimmt prima."
@AfDimBundestag @Joerg_Meuthen ...altgediente zum schwachsinngealterte Politiker auf Abstellgleis mit goldener Pension geparkt.. |LBR| Wehe euch wenn ihr dort landet...wehe euch,1,@USER @USER ...altgediente zum schwachsinngealterte Politiker auf Abstellgleis mit goldener Pension geparkt.. Wehe euch wenn ihr dort landet...wehe euch
@krippmarie Ja die belohnen sich gegenseitig schon in voraus ...für schlechte Zeiten die da kommen..! |LBR| Einfach nur widerlich....und deutsche schauen zu und klatschen...!,0,@USER Ja die belohnen sich gegenseitig schon in voraus ...für schlechte Zeiten die da kommen..! Einfach nur widerlich....und deutsche schauen zu und klatschen...!
Heute gar keine Antifas da die mich melden bin überrascht,0,Heute gar keine Antifas da die mich melden bin überrascht
@AntaroTV Lindner isz einfach der Lappen für den ihn 90 % der Wähler halten !,1,@USER Lindner isz einfach der Lappen für den ihn 90 % der Wähler halten !
"""AfD-Banner bei Merkel-Auftritt: Polizei prüft Genehmigung"" 😂 Die Stasi überwachte einst Honeckers ""Wahlkampf"" 😜 Merkel kennt sich aus 😜",0,"""AfD-Banner bei Merkel-Auftritt: Polizei prüft Genehmigung"" 😂 Die Stasi überwachte einst Honeckers ""Wahlkampf"" 😜 Merkel kennt sich aus 😜"
Eigentlich ist es Schade das man auch hier seinen acount auf geschlossen setzen muss. Wurde auf eine Liste gesetzt. Das hat Folgen.,0,Eigentlich ist es Schade das man auch hier seinen acount auf geschlossen setzen muss. Wurde auf eine Liste gesetzt. Das hat Folgen.
@Ami66Stefan @focusonline Das war Noah der kam später lol,0,@USER @USER Das war Noah der kam später lol
@KayGottschalk1 Wenn die Scharia erst einmal eingeführt ist wird sie die erste sein die ihren Kopf verliert.,1,@USER Wenn die Scharia erst einmal eingeführt ist wird sie die erste sein die ihren Kopf verliert.
@clemenswergin @mathieuvonrohr Die Deutschen kamen mir heute ganz normal vor.... jedenfalls ausserhalb des Regierungsviertels.,0,@USER @USER Die Deutschen kamen mir heute ganz normal vor.... jedenfalls ausserhalb des Regierungsviertels.
@nucleardoc123 @tagesschau Ich gehe wählen und das wird nicht die Partei von Merkel werden!!,0,@USER @USER Ich gehe wählen und das wird nicht die Partei von Merkel werden!!
Deutschland das Land der drei Geschlechter der Duckmäuser und ja Sager der Toleranz Fanatiker. Das Land der Verblödung.,1,Deutschland das Land der drei Geschlechter der Duckmäuser und ja Sager der Toleranz Fanatiker. Das Land der Verblödung.
@PolkeMajewski ein Merkel Vasall!! |LBR| Auch einer der keine eigene Meinung hat!! Dumm -Deutscher halt!!!!,1,@USER ein Merkel Vasall!! Auch einer der keine eigene Meinung hat!! Dumm -Deutscher halt!!!!
